ModelFullName,WTC,WTG,Designator,ManufacturerCode,AircraftDescription,EngineCount,EngineType
SA-2-38B Twin Condor,L,G,SA8T,SCHWEIZER,LandPlane,2,Turboprop/Turboshaft
ML-250 Rubis,L,G,RUBI,SCINTEX,LandPlane,1,Piston
Twin Pioneer,L,G,TPIN,SCOTTISH AVIATION,LandPlane,2,Piston
101,L,G,SCW1,SCWAL,LandPlane,1,Piston
SB-7 Seeker,L,G,SB7,SEABIRD,LandPlane,1,Piston
Shearwater,L,G,SHEA,SEAFLIGHT,Amphibian,1,Piston
Seawind,L,G,SEAW,SEAWIND,Amphibian,1,Piston
Turbine Seawind,L,G,SEAT,SEAWIND,Amphibian,1,Turboprop/Turboshaft
Aerocraft,L,G,SERA,SERVOPLANT,LandPlane,1,Piston
Sea Storm,L,G,SSTM,SG AVIATION,Amphibian,1,Piston
Storm,L,G,STRM,STORMAIRCRAFT,LandPlane,1,Piston
S-202,L,G,S202,SGAU,Amphibian,2,Piston
S-400 Kapitan,L,G,S400,SGAU,SeaPlane,2,Piston
Yastreb,L,G,YAST,SGAU,LandPlane,1,Piston
Shark,L,G,SHRK,SHARK AERO,LandPlane,1,Piston
Shark,L,G,SASH,SHARK AIRCRAFT,LandPlane,2,Piston
J-8T,M,G,J8B,SHENYANG,LandPlane,2,Jet
J-8E,M,G,J8A,SHENYANG,LandPlane,2,Jet
HU-1 Seagull,L,G,HU1,SHENYANG SAILPLANE,LandPlane,1,Piston
HU-2 Petrel,L,G,HU2,SHENYANG SAILPLANE,LandPlane,1,Piston
Sherpa C-400,L,G,SHER,SHERPA,LandPlane,1,Piston
Sherpa K-650T,L,G,SHRT,SHERPA,LandPlane,1,Turboprop/Turboshaft
TB-20 Pashosh,L,G,TB20,SOCATA,LandPlane,1,Piston
US-2,M,D,US2,SHINMAYWA,Amphibian,4,Turboprop/Turboshaft
SD3-30,M,G,SH33,SHORT,LandPlane,2,Turboprop/Turboshaft
SD3-60,M,G,SH36,SHORT,LandPlane,2,Turboprop/Turboshaft
S-25 Sandringham,M,D,SAND,SHORT,SeaPlane,4,Piston
SC-5 Belfast,M,D,BELF,SHORT,LandPlane,4,Turboprop/Turboshaft
SC-7 Skyvan,L,G,SC7,SHORT,LandPlane,2,Turboprop/Turboshaft
Yunona,L,G,YUNO,SHUYA,LandPlane,1,Piston
S-205-20F,L,G,S05F,SIAI-MARCHETTI,LandPlane,1,Piston
S-205-22R,L,G,S05R,SIAI-MARCHETTI,LandPlane,1,Piston
S-208,L,G,S208,SIAI-MARCHETTI,LandPlane,1,Piston
SF-600 Canguro,L,G,F600,VULCANAIR,LandPlane,2,Turboprop/Turboshaft
SM-1019,L,G,SM19,SIAI-MARCHETTI,LandPlane,1,Turboprop/Turboshaft
S-434,L,G,S434,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
S-92 Helibus,M,G,S92,SIKORSKY,Helicopter,2,Turboprop/Turboshaft
X-2,L,G,X2,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
S-80,M,F,H53S,SIKORSKY,Helicopter,3,Turboprop/Turboshaft
S-97 Raider,L,G,S97,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
SB-1 Defiant,M,,SB1,SIKORSKY-BOEING,Helicopter,2,Turboprop/Turboshaft
UH-19 Chickasaw,L,G,S55P,SIKORSKY,Helicopter,1,Piston
S-58,L,G,S58P,SUD,Helicopter,1,Piston
CH-53G,M,F,H53,VFW,Helicopter,2,Turboprop/Turboshaft
S-64 Skycrane,M,F,S64,SIKORSKY,Helicopter,2,Turboprop/Turboshaft
R-4 Hoverfly,L,G,R4,SIKORSKY,Helicopter,1,Piston
HO3S,L,G,S51,SIKORSKY,Helicopter,1,Piston
S-38 Replica,L,G,S38,SIKORSKY,Amphibian,2,Piston
S-39,L,G,S39,SIKORSKY,Amphibian,1,Piston
Hummingbird,L,G,S52,VAT,Helicopter,1,Piston
WS-55 Whirlwind 3,L,G,S55T,WESTLAND,Helicopter,1,Turboprop/Turboshaft
S-62,L,G,S62,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
S-58T,L,G,S58T,SIKORSKY,Helicopter,1,Turboprop/Turboshaft
Twister,L,G,TWST,SILENCE,LandPlane,1,Piston
SH-4,L,G,SH4,SILVERCRAFT,Helicopter,1,Piston
AR-1 American Ranger 1,L,,AR1,SILVERLIGHT,Gyrocopter,1,Piston
HH-1 Hawker Hurricane,L,G,HAHU,SINDLINGER,LandPlane,1,Piston
S-200 Minijet,L,G,S200,SIPA,LandPlane,1,Jet
S-904,L,G,S900,SIPA,LandPlane,1,Piston
SD-27 Corriedale,L,G,CORR,SIVEL,LandPlane,1,Piston
Super Sky Raider,L,G,RAID,SKY RAIDER,LandPlane,1,Piston
Frontier,L,G,FRNT,SKY RAIDER,LandPlane,1,Piston
K-10 Swift,L,G,SK10,SKYETON,LandPlane,1,Piston
Axe,L,,AXE,SKYFLY,LandPlane,8,Electric
Albatross,L,G,SALB,SKYGEAR,LandPlane,1,Piston
SL-122  Pchelka,L,G,S122,SKYLINE,LandPlane,2,Piston
Skyote,L,G,SKYO,SKYOTE AEROMARINE,LandPlane,1,Piston
Kitfox Voyager,L,G,VIX,SKYSTAR,LandPlane,1,Piston
SW-18 Teddy,L,G,SW18,SKYWOOD,LandPlane,1,Piston
SS-4 Super Storch,L,G,STOR,STORCH AVIATION,LandPlane,1,Piston
360,L,G,SLK3,SLICK,LandPlane,1,Piston
540,L,G,SLK5,SLICK,LandPlane,1,Piston
Sling 4 High Wing,L,G,SLH4,SLING AIRCRAFT,LandPlane,1,Piston
Dragonfly,L,G,DFLY,VIKING (1),LandPlane,1,Piston
Scepter,L,G,SCEP,SLIPSTREAM,LandPlane,1,Piston
SkyBlaster,L,G,SBLS,SLIPSTREAM,LandPlane,2,Piston
DSA-1 Miniplane,L,G,DSA1,SMITH (1),LandPlane,1,Piston
Termite,L,G,TERM,SMITH (2),LandPlane,1,Piston
Acro Advanced,L,G,SACR,SMITH (3),LandPlane,1,Piston
PA-18T Super Cub,L,G,P18T,SMITH AVIATION,LandPlane,1,Turboprop/Turboshaft
S Sidewinder,L,G,SIDE,SMYTH,LandPlane,1,Piston
ST-10 Super Horizon,L,G,ST10,SOCATA,LandPlane,1,Piston
TB-9 Tampico,L,G,TAMP,SOCATA,LandPlane,1,Piston
TB-200 Tobago,L,G,TOBA,SOCATA,LandPlane,1,Piston
TB-31 Omega,L,G,TB31,SOCATA,LandPlane,1,Turboprop/Turboshaft
TBM-700N (TBM-850),L,G,TBM8,SOCATA,LandPlane,1,Turboprop/Turboshaft
TB-21 Trinidad TC,L,G,TB21,SOCATA,LandPlane,1,Piston
TBM-700A,L,G,TBM7,TBM,LandPlane,1,Turboprop/Turboshaft
522,L,G,S522,SOKO,LandPlane,1,Piston
N-60 Galeb,L,G,G2GL,SOKO,LandPlane,1,Jet
N-62 Super Galeb,L,G,G4SG,SOKO,LandPlane,1,Jet
TJ-21 Jastreb,L,G,JAST,SOKO,LandPlane,1,Jet
P-2 Kraguj,L,G,KRAG,SOKO,LandPlane,1,Piston
NJ-22 Orao,M,G,YURO,SOKO-CNIAR,LandPlane,2,Jet
2,L,G,SOL2,SOLAR IMPULSE,LandPlane,4,Electric
Bell 47,L,G,B47T,SOLOY,Helicopter,1,Turboprop/Turboshaft
Sonex,L,G,SONX,SONEX,LandPlane,1,Piston
Waiex,L,G,WAIX,SONEX,LandPlane,1,Piston
Xenos,L,G,XNOS,SONEX,LandPlane,1,Piston
Onex,L,G,ONEX,SONEX,LandPlane,1,Piston
JSX SubSonex,L,G,JSX,SONEX,LandPlane,1,Jet
Camel Replica,L,G,CAML,SOPWITH,LandPlane,1,Piston
Sopwith Triplane,L,G,STRI,ST. CROIX,LandPlane,1,Piston
SNS-2 Guppy,L,G,SNS2,SORRELL,LandPlane,1,Piston
SNS-7 Hiperbipe,L,G,SNS7,SORRELL,LandPlane,1,Piston
SNS-9 EXP-2,L,G,SNS9,SORRELL,LandPlane,1,Piston
SD-2 SportMaster,L,G,SD2,SPACEK,LandPlane,1,Piston
UC-71 Executive,L,G,SP7,SPARTAN,LandPlane,1,Piston
S-33 Independence,L,G,SP33,SPECTRUM,LandPlane,2,Jet
S-12 Air Car,L,G,S12,SPENCER,Amphibian,1,Piston
DAL-1 Tuholer,L,G,DAL1,SPEZIO,LandPlane,1,Piston
SE-1,L,,SE1,SPIRIT,LandPlane,1,Piston
SportCopter 2,L,G,SCII,SPORT COPTER,Gyrocopter,1,Piston
Panther,L,G,PNTH,SPORT PERFORMANCE,LandPlane,1,Piston
Sport Racer,L,G,SRAC,SPORT RACER,LandPlane,1,Piston
RS-180 Sportsman,L,G,RS18,SPORTAVIA-PUTZER,LandPlane,1,Piston
SFS-31 Milan,L,G,SF31,SPORTAVIA-PUTZER,LandPlane,1,Piston
WS-202 Sprint,L,G,WS22,SPRING,LandPlane,1,Piston
SA-6 Envoy,L,G,SA6E,SREYA,LandPlane,1,Turboprop/Turboshaft
AS-80 Holiday,L,G,AS80,STARCK,LandPlane,1,Piston
Firebolt Convertible,L,G,FIBO,STARFIRE,LandPlane,1,Piston
SK-700,L,G,SK70,STARKRAFT,LandPlane,2,Piston
Sport-Aire 2,L,G,SPA2,STARK-TREFETHEN,LandPlane,1,Piston
SL-1 Star-Lite,L,G,SL1,STAR-LITE,LandPlane,1,Piston
Firefly,L,G,STFF,STATLER,LandPlane,1,Piston
S-600,L,G,ST60,STAUDACHER,LandPlane,1,Piston
C-3,L,G,ST3,STEARMAN,LandPlane,1,Piston
4 Senior Speedmail,L,G,ST4,STEARMAN,LandPlane,1,Piston
YPT-9,L,G,ST6,STEARMAN,LandPlane,1,Piston
Skybolt,L,G,BOLT,STEEN,LandPlane,1,Piston
S-15,L,G,S15S,STEMME,LandPlane,1,Piston
S-6,L,G,S6,STEMME,LandPlane,1,Piston
Akro,L,G,AKRO,STEPHENS,LandPlane,1,Piston
ST-87 Europlane,L,G,ST87,STERN,LandPlane,1,Piston
SM-01 Vega,L,G,SM01,STERN-MALLICK,LandPlane,1,Piston
S-51D,L,G,S51D,STEWART (1),LandPlane,1,Piston
SAC-1 Headwind,L,G,HEAD,STEWART (2),LandPlane,1,Piston
JD-2 Foo Fighter,L,G,FOOF,STEWART (2),LandPlane,1,Piston
HW-80,L,G,S10,STINSON,LandPlane,1,Piston
A Tri-Motor,L,G,TRMA,STINSON,LandPlane,3,Piston
V-77 Reliant,L,G,RELI,STINSON,LandPlane,1,Piston
V-76 Sentinel,L,G,L5,STINSON,LandPlane,1,Piston
T Tri-Motor,L,G,SM60,STINSON,LandPlane,3,Piston
SA-3 Playboy,L,G,SA3,STITS,LandPlane,1,Piston
SA-6 Flut-R-Bug,L,G,SA6,STITS,LandPlane,1,Piston
SA-7 Sky-Coupe,L,G,SA7,STITS,LandPlane,1,Piston
SA-11 Playmate,L,G,SA11,STITS,LandPlane,1,Piston
Turbine Glasair,L,G,GLTU,STODDARD-HAMILTON,LandPlane,1,Turboprop/Turboshaft
SA-100 Starduster,L,G,SA10,STOLP,LandPlane,1,Piston
SA-300 Starduster Too,L,G,SA30,STOLP,LandPlane,1,Piston
SA-500 Starlet,L,G,SA50,STOLP,LandPlane,1,Piston
SA-700 Acroduster,L,G,SA70,STOLP,LandPlane,1,Piston
SA-750 Acroduster Too,L,G,SA75,STOLP,LandPlane,1,Piston
Super Starduster,L,G,SDUS,STOLP,LandPlane,1,Piston
714,L,,S716,STRATOS,LandPlane,1,Jet
10 Albertan,L,G,UL10,ULTIMATE,LandPlane,1,Piston
20,L,G,UL20,ULTIMATE,LandPlane,1,Piston
Sky Ranger,L,G,STRA,STRIPLIN,LandPlane,1,Piston
SO-1221 Djinn,L,G,DJIN,SUD-OUEST,Helicopter,1,Turboprop/Turboshaft
SO-4050 Vautour,M,F,VAUT,SUD,LandPlane,2,Jet
Su-47 Berkut,M,F,S37,SUKHOI,LandPlane,2,Jet
Su-7,M,G,SU7,SUKHOI,LandPlane,1,Jet
Su-22,M,F,SU17,SUKHOI,LandPlane,1,Jet
Su-24,M,F,SU24,SUKHOI,LandPlane,2,Jet
Su-39,M,F,SU25,SUKHOI,LandPlane,2,Jet
Su-26,L,G,SU26,SUKHOI,LandPlane,1,Piston
Su-29,L,G,SU29,SUKHOI,LandPlane,1,Piston
Su-31,L,G,SU31,SUKHOI,LandPlane,1,Piston
Su-38,L,G,SU38,SUKHOI,LandPlane,1,Piston
Su-80,M,G,SU80,SUKHOI,LandPlane,2,Turboprop/Turboshaft
Superjet 100-95,M,E,SU95,SUKHOI,LandPlane,2,Jet
Su-57,M,,SU57,SUKHOI,LandPlane,2,Jet
SA70 Aurora,L,G,AURA,SUNWARD,LandPlane,1,Piston
SA160,L,G,S160,SUNWARD,LandPlane,1,Piston
Spitfire,L,G,SPIT,SUPERMARINE,LandPlane,1,Piston
Spitfire Mk26,L,G,SASP,SUPERMARINE AIRCRAFT,LandPlane,1,Piston
SA-26 Merlin 2,L,G,SW2,SWEARINGEN,LandPlane,2,Turboprop/Turboshaft
SX-300,L,G,SX30,SWEARINGEN,LandPlane,1,Piston
BL,L,G,TAYB,TAYLOR-YOUNG,LandPlane,1,Piston
S-Wing,L,G,SWIN,S-WING,LandPlane,1,Piston
SZD-45 Ogar,L,G,SZ45,SZD,LandPlane,1,Piston
TT-32 Hürkuş,L,G,HURK,TAI,LandPlane,1,Turboprop/Turboshaft
Anka,L,,ANKA,TAI,LandPlane,1,Piston
TF Kaan,M,,KAAN,TAI,LandPlane,2,Jet
ZIU,L,G,ZIU,TAI,LandPlane,1,Piston
TD-1,L,G,TD1,TAIWAN DANCER,LandPlane,1,Piston
TD-3 Alluvion Legend,L,G,TD3,TAIWAN DANCER,LandPlane,1,Piston
Levitation 4,L,G,LEV4,TAPANEE,LandPlane,1,Piston
Levitation 2,L,,LEV2,TAPANEE,LandPlane,1,Piston
E-2 Cub,L,G,E2CB,TAYLOR (1),LandPlane,1,Piston
TA-3 Bird,L,G,BIRD,TAYLOR (3),LandPlane,1,Piston
JT-2 Titch,L,G,JT2,TAYLOR (4),LandPlane,1,Piston
F-21,L,G,TF21,TAYLORCRAFT (1),LandPlane,1,Piston
15 Tourist,L,G,TA15,TAYLORCRAFT (1),LandPlane,1,Piston
F-19 Sportsman,L,G,TF19,TAYLORCRAFT (1),LandPlane,1,Piston
20 Zephyr 400,L,G,TA20,TAYLORCRAFT (1),LandPlane,1,Piston
A,L,G,TAYA,TAYLOR-YOUNG,LandPlane,1,Piston
O-57,L,G,TAYD,TAYLORCRAFT (1),LandPlane,1,Piston
F-22 Trooper,L,G,TF22,TAYLORCRAFT (1),LandPlane,1,Piston
Plus D,L,G,PLUS,TAYLORCRAFT (2),LandPlane,1,Piston
E,L,G,AUS3,TAYLORCRAFT (2),LandPlane,1,Piston
G,L,G,AUS4,TAYLORCRAFT (2),LandPlane,1,Piston
F-1,L,G,TRF1,TEAM ROCKET,LandPlane,1,Piston
SMG-92 Turbo Finist,L,G,SG92,TECHNOAVIA,LandPlane,1,Turboprop/Turboshaft
Yak-18T,L,G,Y18T,YAKOVLEV,LandPlane,1,Piston
SM-2000,L,G,SM20,TECHNOAVIA,LandPlane,1,Turboprop/Turboshaft
SP-55,L,G,SP55,TECHNOAVIA,LandPlane,1,Piston
SP-91 Slava,L,G,SP91,TECHNOAVIA,LandPlane,1,Piston
SP-95,L,G,SP95,TECHNOAVIA,LandPlane,1,Piston
P-2002 Sierra,L,G,SIRA,TECNAM,LandPlane,1,Piston
Astore,L,G,ASTO,TECNAM,LandPlane,1,Piston
P-2010 Gran Lusso,L,G,TWEN,TECNAM,LandPlane,1,Piston
P-2012 Traveller,L,G,P212,TECNAM,LandPlane,2,Piston
P-92 Eaglet,L,G,ECHO,TECNAM,LandPlane,1,Piston
P-96 Golf,L,G,GOLF,TECNAM,LandPlane,1,Piston
P-2004 Bravo,L,G,BRAV,TECNAM,LandPlane,1,Piston
P-2006T,L,G,P06T,TECNAM,LandPlane,2,Piston
P-2008,L,G,P208,TECNAM,LandPlane,1,Piston
TE-1 Buckaroo,L,G,T35,TEMCO,LandPlane,1,Piston
Transition,L,G,TSTN,TERRAFUGIA,LandPlane,1,Piston
T-9 Stiletto,L,G,STIL,TERZI,LandPlane,1,Piston
T-30 Katana,L,G,T30,TERZI,LandPlane,1,Piston
Colt,L,G,COLT,TEXAS AIRCRAFT,LandPlane,1,Piston
M-74 Wasp,L,G,M74,TEXAS HELICOPTER,Helicopter,1,Piston
CX-5,L,G,CX5,THATCHER,LandPlane,1,Piston
T-19 Speedfire,L,G,T19,THK,LandPlane,1,Piston
Curtiss P-40,L,G,TP40,THUNDER WINGS,LandPlane,1,Piston
Focke-Wulf Fw-190,L,G,TFOC,THUNDER WINGS,LandPlane,1,Piston
Supermarine Spitfire,L,G,TSPT,THUNDER WINGS,LandPlane,1,Piston
TA-16 Trojan,L,G,TA16,THURSTON,Amphibian,1,Piston
TC-180 Océanair,L,G,OCNR,TISSOT-CHARBONNIER,LandPlane,1,Piston
T-51 Mustang,L,G,T51,TITAN,LandPlane,1,Piston
Tornado S,L,G,TRDO,TITAN,LandPlane,1,Piston
TL-2000 StingSport,L,G,TL20,TL ULTRALIGHT,LandPlane,1,Piston
Sparker,L,G,SPKR,TL ULTRALIGHT,LandPlane,1,Piston
TL-3000 Sirius,L,G,TL30,TL ULTRALIGHT,LandPlane,1,Piston
Stream,L,G,STRE,TL ULTRALIGHT,LandPlane,1,Piston
Bobcat,L,,BOBC,TLAC,LandPlane,1,Piston
TM-5,L,G,TM5,TM AIRCRAFT,LandPlane,1,Piston
T-10 Avia-Tor,L,G,T10,TMM-AVIA,LandPlane,1,Piston
SD-4 Viper,L,G,SD4,TOMARK,LandPlane,1,Piston
C-160,M,D,C160,TRANSALL,LandPlane,2,Turboprop/Turboshaft
4000,L,G,TVL4,TRAVEL AIR,LandPlane,1,Piston
Adventure,L,G,TIAD,TRIKE ICAROS,LandPlane,1,Piston
H-6,M,D,TU16,XIAN,LandPlane,2,Jet
Tu-142,H,C,TU95,TUPOLEV,LandPlane,4,Turboprop/Turboshaft
Tu-22,M,D,TU22,TUPOLEV,LandPlane,2,Jet
Tu-22M,M,D,T22M,TUPOLEV,LandPlane,2,Jet
Tu-134,M,E,T134,TUPOLEV,LandPlane,2,Jet
Tu-154,M,D,T154,TUPOLEV,LandPlane,3,Jet
Tu-160,H,B,T160,TUPOLEV,LandPlane,4,Jet
Tu-234,M,D,T204,TUPOLEV,LandPlane,2,Jet
Tu-334,M,E,T334,TUPOLEV,LandPlane,2,Jet
TD-2 Tempest,L,G,TD2,TURBINE DESIGN,LandPlane,1,Turboprop/Turboshaft
T-40,L,G,T40,TURNER,LandPlane,1,Piston
Taifun,L,G,TFUN,VALENTIN,LandPlane,1,Piston
U-12 Flamingo Replica,L,G,UU12,UDET,LandPlane,1,Piston
U-4M Pelikan,L,G,PKAN,UETZ,LandPlane,1,Piston
HeliThruster,L,G,UFHT,UFO,Gyrocopter,1,Piston
Don,L,G,DON,UNIKOMTRANSO,LandPlane,1,Piston
NA-40 Bongo,L,G,NA40,UNIS,Helicopter,2,Turboprop/Turboshaft
UC-1 Twin Bee,L,G,TBEE,UNITED CONSULTANT,Amphibian,2,Piston
Carbon Bird,L,G,CABI,UNIVERSAL COMPOSITE,LandPlane,1,Turboprop/Turboshaft
Adel,L,G,ADEL,USTINOV,Gyrocopter,1,Piston
60,L,G,UT60,UTVA,LandPlane,1,Piston
65 Privrednik,L,G,UT65,UTVA,LandPlane,1,Piston
66,L,G,UT66,UTVA,LandPlane,1,Piston
N-63 Lasta,L,G,LAST,UTVA,LandPlane,1,Piston
L-70 Vinka,L,G,L70,VALMET,LandPlane,1,Piston
Viima,L,G,VIMA,VALTION,LandPlane,1,Piston
RV-14,L,G,RV14,VAN'S,LandPlane,1,Piston
RV-3,L,G,RV3,VAN'S,LandPlane,1,Piston
RV-4,L,G,RV4,VAN'S,LandPlane,1,Piston
RV-4T,L,G,RV4T,VAN'S,LandPlane,1,Turboprop/Turboshaft
RV-7,L,G,RV7,VAN'S,LandPlane,1,Piston
RV-8,L,G,RV8,VAN'S,LandPlane,1,Piston
RV-9,L,G,RV9,VAN'S,LandPlane,1,Piston
RV-10,L,G,RV10,VAN'S,LandPlane,1,Piston
RV-12,L,G,RV12,VAN'S,LandPlane,1,Piston
RV-15,L,G,RV15,VAN'S,LandPlane,1,Piston
Ranger R7,L,G,VR7,VASHON,LandPlane,1,Piston
Velocity XL (turbine),L,G,VLOT,VELOCITY,LandPlane,1,Turboprop/Turboshaft
Velocity V-Twin (turbine),L,G,VLTT,VELOCITY,LandPlane,2,Turboprop/Turboshaft
Velocity TXL,L,G,VELO,VELOCITY,LandPlane,1,Piston
Velocity V-Twin,L,G,VELT,VELOCITY,LandPlane,2,Piston
D-1 Delta,L,G,DTA1,VERHEES,LandPlane,1,Piston
D-2 Delta,L,G,DTA2,VERHEES,LandPlane,1,Piston
CH-21 Work horse,L,G,H21,VERTOL,Helicopter,1,Piston
Aircruiser,L,G,ACSR,VICTA,LandPlane,1,Piston
ViperJet,L,G,VIPJ,VIPER,LandPlane,1,Jet
VA-10 Vantage,L,G,VANT,VISIONAIRE,LandPlane,1,Jet
Ovod,L,G,OVOD,VITEK,LandPlane,1,Piston
VM-1 Esqual,L,G,VM1,VOL MEDITERRANI,LandPlane,1,Piston
Volante Two,L,G,VOL2,VOLANTE,LandPlane,1,Piston
VJ-22 Sportsman,L,G,VJ22,VOLMER,Amphibian,1,Piston
SR-1 Snoshoo,L,G,SNOS,VSR,LandPlane,1,Piston
SS-2000 Super Solution,L,G,SUSO,VSTOL,LandPlane,1,Piston
SST-2000 Pairadigm,L,G,PDIG,VSTOL,LandPlane,2,Piston
Phillicopter,L,G,PHIL,VTOL AIRCRAFT,Helicopter,1,Piston
VF-600 Mission,L,G,VF60,VULCANAIR,LandPlane,1,Turboprop/Turboshaft
9,L,G,WAC9,WACO,LandPlane,1,Piston
QSO,L,G,WACO,WACO,LandPlane,1,Piston
ZQC,L,G,WACC,WACO,LandPlane,1,Piston
SRE Aristocrat,L,G,WACE,WACO,LandPlane,1,Piston
ZVN,L,G,WACN,WACO,LandPlane,1,Piston
G,L,G,WACG,WACO,LandPlane,1,Piston
S3HD,L,G,WACD,WACO,LandPlane,1,Piston
ULA,L,G,WACA,WACO,LandPlane,1,Piston
JYM,L,G,WACM,WACO,LandPlane,1,Piston
RPT,L,G,WACT,WACO,LandPlane,1,Piston
Hornisse,L,G,HORN,WALLERKOWSKI,LandPlane,1,Piston
Curtiss P-40 Kittyhawk,L,G,WP40,WAR,LandPlane,1,Piston
Focke-Wulf 190,L,G,WFOC,WAR,LandPlane,1,Piston
Hawker Sea Fury,L,G,WFUR,WAR,LandPlane,1,Piston
Mitsubishi Zero,L,G,WZER,WAR,LandPlane,1,Piston
Republic P-47 Thunderbolt,L,G,WP47,WAR,LandPlane,1,Piston
Vought F4U Corsair,L,G,WF4U,WAR,LandPlane,1,Piston
WA-40 Super 4,L,G,WA40,WASSMER,LandPlane,1,Piston
WA-41 Baladou,L,G,WA41,WASSMER,LandPlane,1,Piston
WA-54 Atlantic,L,G,WA50,WASSMER,LandPlane,1,Piston
WA-81 Piranha,L,G,WA80,WASSMER,LandPlane,1,Piston
WA-421 Prestige,L,G,WA42,WASSMER,LandPlane,1,Piston
GW-1 Windwagon,L,G,WIND,WATSON,LandPlane,1,Piston
620B,L,G,W201,WEATHERLY,LandPlane,1,Piston
620TP,L,G,W62T,WEATHERLY,LandPlane,1,Turboprop/Turboshaft
WH-1 Traveler,L,G,WH1,WENDT,LandPlane,1,Piston
PGK-1 Hirondelle,L,G,PGK1,WESTERN,LandPlane,1,Piston
Scout,L,G,SCOU,WESTLAND,Helicopter,1,Turboprop/Turboshaft
Wasp,L,G,WASP,WESTLAND,Helicopter,1,Turboprop/Turboshaft
WS-58 Wessex,L,G,WESX,WESTLAND,Helicopter,2,Turboprop/Turboshaft
Special,L,G,WHAT,WHATLEY,LandPlane,1,Piston
Whisper,L,G,WISP,WHISPER,LandPlane,1,Piston
X-350,L,G,WX35,WHISPER,LandPlane,1,Piston
WW-1 Der Jäger D-9,L,G,WW1,WHITE,LandPlane,1,Piston
Ascender,L,G,ASDR,WILD,LandPlane,1,Piston
Eagle,L,G,WINE,WINDECKER,LandPlane,1,Piston
Ultra,L,,ULTR,WINDRACERS,LandPlane,2,Piston
B-150,L,G,B150,WINNER,Helicopter,1,Turboprop/Turboshaft
W-11 Boredom Fighter,L,G,W11,WOLF,LandPlane,1,Piston
Corvus,L,G,CORV,WOLFSBERG,LandPlane,2,Piston
Shark,L,G,WUSH,WÜST,Amphibian,1,Piston
JH-7,M,F,JH7,XIAN,LandPlane,2,Jet
MA-60,M,E,MA60,XIAN,LandPlane,2,Turboprop/Turboshaft
MA-60H,M,E,MA6H,XIAN,LandPlane,2,Turboprop/Turboshaft
Y-20 Kunpeng,H,,Y20,XIAN,LandPlane,4,Jet
XA-41,L,G,XA41,XTREMEAIR,LandPlane,1,Piston
Yak-32,L,G,YK30,YAKOVLEV,LandPlane,1,Jet
Yak-3,L,G,YAK3,YAKOVLEV,LandPlane,1,Piston
Yak-9,L,G,YAK9,YAKOVLEV,LandPlane,1,Piston
Yak-28,M,F,YK28,YAKOVLEV,LandPlane,2,Jet
Yak-40,M,G,YK40,YAKOVLEV,LandPlane,3,Jet
Yak-142,M,D,YK42,YAKOVLEV,LandPlane,3,Jet
Yak-50,L,G,YK50,YAKOVLEV,LandPlane,1,Piston
Yak-53,L,G,YK53,YAKOVLEV,LandPlane,1,Piston
Yak-54,L,G,YK54,YAKOVLEV,LandPlane,1,Piston
Yak-55,L,G,YK55,YAKOVLEV,LandPlane,1,Piston
Yak-58,L,G,YK58,YAKOVLEV,LandPlane,1,Piston
Yak-112,L,G,Y112,YAKOVLEV,LandPlane,1,Piston
Yak-130,M,G,Y130,YAKOVLEV,LandPlane,2,Jet
Bear 360,L,G,B360,YAKOVLEV AIRCRAFT,LandPlane,1,Piston
YA-1 Cropmaster,L,G,YA1,YEOMAN,LandPlane,1,Piston
JA-400 Skyleader 400 Electric,L,G,J40E,ZALL JIHLAVAN,LandPlane,1,Electric
CH-50 Mini-Z,L,G,CH50,ZENAIR,LandPlane,1,Piston
CH-100 Mono-Zénith,L,G,CH10,ZENAIR,LandPlane,1,Piston
CH-150 Acro-Zénith,L,G,CH15,ZENAIR,LandPlane,1,Piston
CH-180 Super Acro-Zénith,L,G,CH18,ZENAIR,LandPlane,1,Piston
CH-250 Zénith,L,G,CH25,ZENAIR,LandPlane,1,Piston
CH-300 Tri-Zénith,L,G,CH30,ZENAIR,LandPlane,1,Piston
CH-620 Gemini,L,G,CH62,ZENITH,LandPlane,2,Piston
CH-640 Zodiac,L,G,CH64,ZENITH,LandPlane,1,Piston
Edge 540A,L,G,EDGE,ZIVKO,LandPlane,1,Piston
Edge 540 T,L,G,EDGT,ZIVKO,LandPlane,1,Piston
ASH 25,L,,AS25,SCHLEICHER,Glider,0,None
ASW 26,L,,AS26,SCHLEICHER,Glider,0,None
ASH 27,L,,AS27,SCHLEICHER,Glider,0,None
ASH 28,L,,AS28,SCHLEICHER,Glider,1,Piston
ASH 29,L,,AS29,SCHLEICHER,Glider,0,None
ASH 30,L,,AS30,SCHLEICHER,Glider,0,None
ASH 31,L,,AS31,SCHLEICHER,Glider,1,Piston
ASW-15,L,,ASWA,SCHLEICHER,Glider,0,None
ASW-17,L,,ASWB,SCHLEICHER,Glider,0,None
ASW-19,L,,ASWC,SCHLEICHER,Glider,0,None
ASW-20,L,,ASWD,SCHLEICHER,Glider,0,None
ASW-22,L,,ASWE,SCHLEICHER,Glider,0,None
